data;turno;hora;seq;operacao;produto;bico;quantidade;deposito;pessoa;documento;tipo_doc;data_doc;tributacao;preco_unit;valor;vendedor;abastecimento;hora_abastec;usuario;estacao;empresa;mlid;grid;conta;nr_item;produto_kit;produto_kit_id;encerrante;valor_desconto;preco_unit_orig;orcamento_produto;ponto;cupom_produto;medicao_sugerida;comanda;comanda_produto;departamento;mesa_produto;tipo_desconto;obs;preco_unit_venda;motivo_inventario;abastecimento_manual;preco_unit_base;preco_unit_prazo;preco_unit_bico;dia_fiscal;cst_pis;cst_cofins;natureza_receita;preco_unit_fiscal;numero_pedido;numero_item_pedido;relevante
01/08/2013;1;01/08/2013 08:29;188;V;10333;12;5.026;532080;NULL;797278;ECF;01/08/2013;60;1.99;10;2752250;587609;01/08/2013 07:49;VAGNER;USUARIO-PC.WORKGROUP;56730;42955278593;42955278619;1.1.2.03;NULL;NULL;NULL;1022123.26;0;1.99;NULL;NULL;42955278605;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;01/08/2013;4;4;61;NULL;NULL;NULL;NULL
01/08/2013;1;01/08/2013 09:34;340;V;137667;NULL;2;534526;NULL;;;NULL;60;1.8;3.6;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955279435;42955279437;1.1.2.05;NULL;NULL;NULL;NULL;0;1.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.8;NULL;NULL;1.8;0;0;01/08/2013;4;4;663;NULL;NULL;NULL;NULL
12/08/2013;1;12/08/2013 13:16;680;V;165825;NULL;1;534526;NULL;;;NULL;60;3;3;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955397927;42955397929;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;12/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
01/08/2013;1;01/08/2013 14:03;756;V;10333;9;36.7;532080;NULL;797456;ECF;01/08/2013;60;1.99;73.03;218975;587978;01/08/2013 12:24;ADEMAR;CONVEX-PC.WORKGROUP;56730;42955282333;42955282338;1.1.2.04;NULL;NULL;NULL;840647.68;0;1.99;NULL;NULL;42955282336;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;01/08/2013;4;4;61;NULL;NULL;NULL;NULL
01/08/2013;2;01/08/2013 15:19;195;V;10158;16;6.69;532055;NULL;797482;ECF;01/08/2013;60;2.99;20;2918670;588202;01/08/2013 15:13;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955283114;42955283152;1.1.2.03;NULL;NULL;NULL;332281.69;0;2.99;NULL;NULL;42955283127;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;01/08/2013;4;4;51;NULL;NULL;NULL;NULL
01/08/2013;2;01/08/2013 15:25;226;V;10334;14;7.69;532058;NULL;797491;ECF;01/08/2013;60;2.99;22.99;2918670;588206;01/08/2013 15:16;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955283269;42955283277;1.1.2.03;NULL;NULL;NULL;672081.64;0;2.99;NULL;NULL;42955283271;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;01/08/2013;4;4;51;NULL;NULL;NULL;NULL
01/08/2013;2;01/08/2013 17:27;502;V;10158;13;1.004;532055;NULL;797585;ECF;01/08/2013;60;2.99;3;NULL;588427;01/08/2013 17:26;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955284760;42955284770;1.1.2.03;NULL;NULL;NULL;358731.29;0;2.99;NULL;NULL;42955284766;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;01/08/2013;4;4;51;NULL;NULL;NULL;NULL
01/08/2013;2;01/08/2013 18:49;636;V;140646;NULL;1;534526;NULL;;;NULL;60;3;3;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42955285945;42955285962;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;01/08/2013;4;4;663;NULL;NULL;NULL;NULL
01/08/2013;3;01/08/2013 20:32;134;V;10158;10;28.52;532054;NULL;797732;ECF;01/08/2013;60;2.99;85.27;NULL;588676;01/08/2013 20:30;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42955287051;42955287061;1.1.2.03;NULL;NULL;NULL;366397.16;0;2.99;NULL;NULL;42955287059;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;01/08/2013;4;4;51;NULL;NULL;NULL;NULL
01/08/2013;3;01/08/2013 20:48;150;V;10158;23;3.345;532055;NULL;797746;ECF;01/08/2013;60;2.99;10;NULL;588698;01/08/2013 20:46;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42955287234;42955287241;1.1.2.03;NULL;NULL;NULL;535846.35;0;2.99;NULL;NULL;42955287238;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;01/08/2013;4;4;51;NULL;NULL;NULL;NULL
01/08/2013;3;01/08/2013 21:23;172;V;10158;20;6.69;532055;NULL;797766;ECF;01/08/2013;60;2.99;20;NULL;588732;01/08/2013 21:20;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42955287482;42955287486;1.1.2.03;NULL;NULL;NULL;438511.77;0;2.99;NULL;NULL;42955287484;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;01/08/2013;4;4;51;NULL;NULL;NULL;NULL
02/08/2013;1;02/08/2013 08:21;177;V;165825;NULL;2;534526;NULL;;;NULL;60;3;6;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955289720;42955289722;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;02/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
02/08/2013;1;02/08/2013 08:43;233;V;10334;17;6.69;532058;NULL;797879;ECF;02/08/2013;60;2.99;20;218975;589003;02/08/2013 08:09;VAGNER;USUARIO-PC.WORKGROUP;56730;42955290005;42955290017;1.1.2.03;NULL;NULL;NULL;618208.32;0;2.99;NULL;NULL;42955290008;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;02/08/2013;4;4;51;NULL;NULL;NULL;NULL
02/08/2013;1;02/08/2013 11:38;569;V;10333;12;10.051;532080;NULL;797969;ECF;02/08/2013;60;1.99;20;219025;589287;02/08/2013 11:35;VAGNER;USUARIO-PC.WORKGROUP;56730;42955291874;42955291885;1.1.2.03;NULL;NULL;NULL;1024257.87;0;1.99;NULL;NULL;42955291877;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;02/08/2013;4;4;61;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 14:04;74;V;17179871248;NULL;2;57064;NULL;798051;ECF;02/08/2013;60;11;22;219025;NULL;NULL;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955293431;42955293446;1.1.2.03;NULL;NULL;NULL;NULL;0;11;NULL;NULL;42955293444;NULL;NULL;NULL;NULL;NULL;NULL;NULL;11;NULL;NULL;11;0;0;02/08/2013;4;4;51;NULL;NULL;NULL;NULL
02/08/2013;1;02/08/2013 14:12;775;V;4295603334;2;60.224;532057;25769809417;797738;ECF;02/08/2013;60;2.69;162;NULL;589504;02/08/2013 14:11;ADEMAR;CONVEX-PC.WORKGROUP;56730;42955293548;42955293559;1.1.2.04;NULL;NULL;NULL;521843.47;0;2.69;NULL;NULL;42955293550;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.69;NULL;NULL;0;0;0;02/08/2013;4;4;52;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 15:25;215;V;165278;NULL;1;534526;NULL;;;NULL;60;1;1;NULL;NULL;NULL;DANUBIA;POSTASANTAELISA.WORKGROUP;56730;42955294560;42955294572;1.1.2.05;NULL;NULL;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;0;0;02/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 16:08;318;V;10333;18;5.026;532093;NULL;798128;ECF;02/08/2013;60;1.99;10;NULL;589672;02/08/2013 16:00;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955295095;42955295122;1.1.2.03;NULL;NULL;NULL;928297.16;0;1.99;NULL;NULL;42955295101;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;02/08/2013;4;4;61;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 16:28;386;V;10333;21;25.126;532093;NULL;798140;ECF;02/08/2013;60;1.99;50;NULL;589721;02/08/2013 16:25;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955295415;42955295426;1.1.2.03;NULL;NULL;NULL;727138.87;0;1.99;NULL;NULL;42955295419;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;02/08/2013;4;4;61;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 16:35;410;V;532149;28;3.65;532153;NULL;797802;ECF;02/08/2013;60;1.97;7.19;NULL;589724;02/11/2012 16:25;ADRIANO;CONVEX-PC.WORKGROUP;56730;42955295411;42955295523;1.1.2.04;NULL;NULL;NULL;646736.27;0;1.97;NULL;NULL;42955295452;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;02/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 16:40;431;V;10333;15;6.533;532093;NULL;798146;ECF;02/08/2013;60;1.99;13;3373288;589739;02/08/2013 16:34;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955295575;42955295602;1.1.2.03;NULL;NULL;NULL;939849.85;0;1.99;NULL;NULL;42955295584;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;02/08/2013;4;4;61;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 17:02;499;V;10158;1;1.68;532054;NULL;797814;ECF;02/08/2013;60;2.99;5.02;NULL;589787;02/08/2013 16:59;ADRIANO;CONVEX-PC.WORKGROUP;56730;42955295936;42955295991;1.1.2.04;NULL;NULL;NULL;627242.85;0;2.99;NULL;NULL;42955295951;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;02/08/2013;4;4;51;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 17:21;547;V;10158;16;3.345;532055;NULL;798184;ECF;02/08/2013;60;2.99;10;3373288;589827;02/08/2013 17:19;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955296224;42955296230;1.1.2.03;NULL;NULL;NULL;332904.94;0;2.99;NULL;NULL;42955296227;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;02/08/2013;4;4;51;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 17:57;636;V;42955280799;NULL;1;534526;NULL;;;NULL;60;7.5;7.5;NULL;NULL;NULL;DANUBIA;POSTASANTAELISA.WORKGROUP;56730;42955296642;42955296682;1.1.2.05;NULL;NULL;NULL;NULL;0;7.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7.5;NULL;NULL;7.5;0;0;02/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
02/08/2013;3;02/08/2013 20:12;115;V;10158;13;16.723;532055;NULL;798338;ECF;02/08/2013;60;2.99;50;NULL;590107;02/08/2013 20:09;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42955298607;42955298611;1.1.2.03;NULL;NULL;NULL;359350.74;0;2.99;NULL;NULL;42955298609;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;02/08/2013;4;4;51;NULL;NULL;NULL;NULL
02/08/2013;3;02/08/2013 21:54;190;V;10333;15;10.051;532093;NULL;798398;ECF;02/08/2013;60;1.99;20;3373288;590212;02/08/2013 21:53;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42955299405;42955299409;1.1.2.03;NULL;NULL;NULL;940391.21;0;1.99;NULL;NULL;42955299407;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;02/08/2013;4;4;61;NULL;NULL;NULL;NULL
02/08/2013;2;02/08/2013 22:31;1141;V;17179869781;NULL;1;534526;NULL;;;NULL;60;5;5;NULL;NULL;NULL;DANUBIA;POSTASANTAELISA.WORKGROUP;56730;42955299963;42955299972;1.1.2.05;NULL;NULL;NULL;NULL;0;5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5;NULL;NULL;5;0;0;02/08/2013;4;4;658;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 06:21;6;V;17179869783;NULL;1;534526;NULL;;;NULL;60;2.5;2.5;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955300656;42955300658;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;03/08/2013;4;4;530;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 07:38;65;V;10158;4;6.69;532054;NULL;798454;ECF;03/08/2013;60;2.99;20;NULL;590338;03/08/2013 06:21;VAGNER;USUARIO-PC.WORKGROUP;56730;42955300903;42955300914;1.1.2.03;NULL;NULL;NULL;624634.58;0;2.99;NULL;NULL;42955300906;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;03/08/2013;4;4;51;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 08:26;164;V;532149;26;8.792;532152;NULL;797931;ECF;03/08/2013;60;1.97;17.32;NULL;590322;03/11/2012 05:48;ADEMAR;CONVEX-PC.WORKGROUP;56730;42955301422;42955301494;1.1.2.04;NULL;NULL;NULL;656285.45;0;1.97;NULL;NULL;42955301456;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;03/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 08:57;282;V;156242;NULL;1;534526;NULL;;;NULL;60;4.5;4.5;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955301956;42955301959;1.1.2.05;NULL;NULL;NULL;NULL;0;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.5;0;0;03/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 10:16;437;V;10333;12;22.915;532080;NULL;798527;ECF;03/08/2013;60;1.99;45.6;NULL;590644;03/08/2013 10:13;VAGNER;USUARIO-PC.WORKGROUP;56730;42955302755;42955302778;1.1.2.03;NULL;NULL;NULL;1025638.07;0;1.99;NULL;NULL;42955302760;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;03/08/2013;4;4;61;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 10:38;516;V;17179869724;NULL;1;534526;NULL;;;NULL;60;2.8;2.8;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955303036;42955303103;1.1.2.05;NULL;NULL;NULL;NULL;0;2.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.8;NULL;NULL;2.8;0;0;03/08/2013;4;4;658;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 11:48;703;V;10333;9;25.126;532080;NULL;798007;ECF;03/08/2013;60;1.99;50;218996;590751;03/08/2013 11:27;ADEMAR;CONVEX-PC.WORKGROUP;56730;42955303850;42955303937;1.1.2.04;NULL;NULL;NULL;842515.26;0;1.99;NULL;NULL;42955303919;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;03/08/2013;4;4;61;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 12:02;777;V;25769805268;NULL;1;534526;NULL;;;NULL;60;3;3;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955304204;42955304210;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;NULL;0;03/08/2013;4;4;72;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 13:38;965;V;17179869432;NULL;1;534526;NULL;;;NULL;60;2.5;2.5;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955305045;42955305064;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;03/08/2013;99;99;NULL;NULL;NULL;NULL;NULL
03/08/2013;2;03/08/2013 14:02;50;V;10158;10;5.02;532054;NULL;798612;ECF;03/08/2013;60;2.99;15;483175;590954;03/08/2013 13:58;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955305217;42955305249;1.1.2.03;NULL;NULL;NULL;367092.98;0;2.99;NULL;NULL;42955305231;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;03/08/2013;4;4;51;NULL;NULL;NULL;NULL
03/08/2013;2;03/08/2013 14:05;63;V;10334;14;3.67;532058;NULL;798613;ECF;03/08/2013;60;2.99;10.97;3140485;590903;03/08/2013 13:13;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955305264;42955305300;1.1.2.03;NULL;NULL;NULL;674085.7;0;2.99;NULL;NULL;42955305276;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;03/08/2013;4;4;51;NULL;NULL;NULL;NULL
03/08/2013;1;03/08/2013 14:05;1004;V;10158;7;0.335;532054;NULL;798046;ECF;03/08/2013;60;2.99;1;218967;590960;03/08/2013 14:03;ADEMAR;CONVEX-PC.WORKGROUP;56730;42955305357;42955305361;1.1.2.04;NULL;NULL;NULL;296492.38;0;2.99;NULL;NULL;42955305359;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;03/08/2013;4;4;51;NULL;NULL;NULL;NULL
03/08/2013;2;03/08/2013 19:04;604;V;17179869726;NULL;1;534526;NULL;;;NULL;60;2.8;2.8;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42955308532;42955308537;1.1.2.05;NULL;NULL;NULL;NULL;0;2.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.8;NULL;NULL;2.8;0;0;03/08/2013;4;4;658;NULL;NULL;NULL;NULL
03/08/2013;3;03/08/2013 19:35;103;V;10158;10;8.362;532054;NULL;798804;ECF;03/08/2013;60;2.99;25;218967;591338;03/08/2013 19:35;JOSISLAINY;USUARIO-PC.WORKGROUP;56730;42955308766;42955308772;1.1.2.03;NULL;NULL;NULL;367227.05;0;2.99;NULL;NULL;42955308769;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;03/08/2013;4;4;51;NULL;NULL;NULL;NULL
03/08/2013;2;03/08/2013 20:29;680;V;17179876382;NULL;1;534526;NULL;;;NULL;0;6;6;NULL;NULL;NULL;KELLY;POSTASANTAELISA.WORKGROUP;56730;42955309068;42955309106;1.1.2.05;NULL;NULL;NULL;NULL;0;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;NULL;6;0;0;03/08/2013;4;4;658;NULL;NULL;NULL;NULL
03/08/2013;2;03/08/2013 21:44;826;V;532149;26;6.3;532152;NULL;798146;ECF;03/08/2013;60;1.97;12.41;NULL;591480;03/11/2012 21:43;ADRIANO;CONVEX-PC.WORKGROUP;56730;42955309872;42955309881;1.1.2.04;NULL;NULL;NULL;656850.45;0;1.97;NULL;NULL;42955309877;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.97;NULL;NULL;0;0;0;03/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
03/08/2013;3;03/08/2013 22:06;216;V;10158;16;6.69;532055;NULL;798860;ECF;03/08/2013;60;2.99;20;NULL;591503;03/08/2013 21:58;FABIANO;USUARIO-PC.WORKGROUP;56730;42955310082;42955310099;1.1.2.03;NULL;NULL;NULL;333454.25;0;2.99;NULL;NULL;42955310097;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;03/08/2013;4;4;51;NULL;NULL;NULL;NULL
03/08/2013;3;03/08/2013 22:10;223;V;10158;16;16.723;532055;NULL;798861;ECF;03/08/2013;60;2.99;50;3480749;591475;03/08/2013 21:41;FABIANO;USUARIO-PC.WORKGROUP;56730;42955310117;42955310123;1.1.2.03;NULL;NULL;NULL;333440.87;0;2.99;NULL;NULL;42955310119;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;03/08/2013;4;4;51;NULL;NULL;NULL;NULL
03/08/2013;3;03/08/2013 22:27;238;V;10333;15;15.076;532093;NULL;798870;ECF;03/08/2013;60;1.99;30;NULL;591531;03/08/2013 22:24;FABIANO;USUARIO-PC.WORKGROUP;56730;42955310293;42955310297;1.1.2.03;NULL;NULL;NULL;941648.15;0;1.99;NULL;NULL;42955310295;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;03/08/2013;4;4;61;NULL;NULL;NULL;NULL
04/08/2013;1;04/08/2013 08:12;47;V;10334;14;3.345;532058;NULL;798912;ECF;04/08/2013;60;2.99;10;219084;591667;04/08/2013 07:47;VAGNER;USUARIO-PC.WORKGROUP;56730;42955311319;42955311365;1.1.2.13;NULL;NULL;NULL;674515.87;0;2.99;NULL;NULL;42955311333;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;04/08/2013;4;4;51;NULL;NULL;NULL;NULL
04/08/2013;1;04/08/2013 09:33;181;V;4967293;NULL;2;534526;NULL;;;NULL;60;3;6;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955311804;42955311809;1.1.2.05;NULL;NULL;NULL;NULL;0;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;3;0;0;04/08/2013;4;4;74;NULL;NULL;NULL;NULL
04/08/2013;1;04/08/2013 10:04;208;V;17179869759;NULL;1;534526;NULL;;;NULL;60;3.5;3.5;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955311918;42955311921;1.1.2.05;NULL;NULL;NULL;NULL;0;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL;3.5;0;0;04/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
04/08/2013;1;04/08/2013 11:55;378;V;140609;NULL;1;534526;NULL;;;NULL;60;2.5;2.5;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955312365;42955312557;1.1.2.05;NULL;NULL;NULL;NULL;0;2.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.5;NULL;NULL;2.5;0;0;04/08/2013;4;4;663;NULL;NULL;NULL;NULL
04/08/2013;1;04/08/2013 13:09;561;V;10334;14;5.02;532058;NULL;798977;ECF;04/08/2013;60;2.99;15;1978879;591948;04/08/2013 13:07;VAGNER;USUARIO-PC.WORKGROUP;56730;42955313500;42955313516;1.1.2.13;NULL;NULL;NULL;674679.72;0;2.99;NULL;NULL;42955313508;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;04/08/2013;4;4;51;NULL;NULL;NULL;NULL
04/08/2013;1;04/08/2013 13:20;578;V;17179869363;NULL;1;534526;NULL;;;NULL;60;6.75;6.75;NULL;NULL;NULL;CRISTIANE;POSTASANTAELISA.WORKGROUP;56730;42955313571;42955313573;1.1.2.05;NULL;NULL;NULL;NULL;0;6.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6.75;NULL;NULL;6.75;0;0;04/08/2013;5;5;289;NULL;NULL;NULL;NULL
04/08/2013;2;04/08/2013 13:42;21;V;17179876382;NULL;1;534526;NULL;;;NULL;0;6;6;NULL;NULL;NULL;DANUBIA;POSTASANTAELISA.WORKGROUP;56730;42955313835;42955313840;1.1.2.05;NULL;NULL;NULL;NULL;0;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;NULL;6;0;0;04/08/2013;4;4;658;NULL;NULL;NULL;NULL
04/08/2013;2;04/08/2013 19:34;580;V;161321;NULL;1;534526;NULL;;;NULL;60;6;6;NULL;NULL;NULL;DANUBIA;POSTASANTAELISA.WORKGROUP;56730;42955316115;42955316138;1.1.2.05;NULL;NULL;NULL;NULL;0;6;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;NULL;NULL;6;0;0;04/08/2013;4;4;658;NULL;NULL;NULL;NULL
05/08/2013;1;05/08/2013 06:57;31;V;165278;NULL;1;534526;NULL;;;NULL;60;1;1;NULL;NULL;NULL;NEIA;POSTASANTAELISA.WORKGROUP;56730;42955317492;42955317558;1.1.2.05;NULL;NULL;NULL;NULL;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;0;0;05/08/2013;1;1;NULL;NULL;NULL;NULL;NULL
05/08/2013;1;05/08/2013 09:50;371;V;10158;16;20.071;532055;349747;799300;ECF;05/08/2013;60;2.99;60.01;4758281;592713;05/08/2013 09:49;VAGNER;USUARIO-PC.WORKGROUP;56730;42955319456;42955319483;1.1.2.03;NULL;NULL;NULL;333754.9;0;2.99;NULL;NULL;42955319475;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;05/08/2013;4;4;51;NULL;NULL;NULL;NULL
05/08/2013;1;05/08/2013 11:22;553;V;10333;18;30.151;532093;NULL;799358;ECF;05/08/2013;60;1.99;60;218975;592846;05/08/2013 11:19;VAGNER;USUARIO-PC.WORKGROUP;56730;42955320596;42955320637;1.1.2.03;NULL;NULL;NULL;930964.47;0;1.99;NULL;NULL;42955320599;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.99;NULL;NULL;0;0;0;05/08/2013;4;4;61;NULL;NULL;NULL;NULL
05/08/2013;2;05/08/2013 13:27;64;V;10158;20;3.011;532055;NULL;799432;ECF;05/08/2013;60;2.99;9;NULL;593014;05/08/2013 13:27;LUIZFERNANDO;USUARIO-PC.WORKGROUP;56730;42955322007;42955322011;1.1.2.03;NULL;NULL;NULL;440172.68;0;2.99;NULL;NULL;42955322009;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.99;NULL;NULL;0;0;0;05/08/2013;4;4;51;NULL;NULL;NULL;NULL
